소재지전화	소재지면적	소재지전체주소	도로명전체주소	사업장명	좌표정보(x)	좌표정보(y)
	210.4	경기도 의정부시 녹양동 109-1 2층	경기도 의정부시 동일로824번길 19, 지상2층 (녹양동)	벨로드커피	35.297390837387496	129.9994575227294
	48.42	경기도 부천시 삼정동 271-18 세일피앤디	경기도 부천시 석천로380번길 67, 세일피앤디 1층 일부호 (삼정동)	커피인쇄소	35.086404045663244	129.70094851929244
	37.64	서울특별시 강남구 역삼동 658-21	서울특별시 강남구 봉은사로34길 20, 지하1층 (역삼동)	앨빈스커피	35.29812647193987	129.69081406777892
	42.73	서울특별시 서초구 서초동 1446-11 현대슈퍼빌	서울특별시 서초구 서초중앙로 15, 120-1호 (서초동, 현대슈퍼빌)	말통커피 남부터미널점	35.282193297895944	129.66112928349216
		경기도 성남시 수정구 태평동 3691-2 지1층 일부	경기도 성남시 수정구 수정로119번길 7, 지1(일부)층 (태평동)	우주 커피주	35.3766753140287	129.61418933913504
	36.3	강원특별자치도 춘천시 온의동 6-25 롯데마트	강원특별자치도 춘천시 방송길 84, 롯데마트 1층 (온의동)	더벤티롯데마트춘천점	35.826676266706386	130.15535077687318
	63.45	부산광역시 기장군 기장읍 교리 360-5	부산광역시 기장군 기장읍 차성로436번길 38, 1층	봉명동내커피 기장교리점	37.11941418427157	126.96560008585419
	47.16	충청남도 태안군 안면읍 승언리 1239-3	충청남도 태안군 안면읍 장터로 112-1, 102호	커피마마안면점	34.761587083470815	128.47571967815574
	61.75	경기도 파주시 교하동 550-2	경기도 파주시 빙고재길 2, 1층 일부 (교하동)	여기커피(HERE COFFEE)	35.057726924986234	129.98236388779173
	60.13	충청북도 청주시 상당구 서운동 45-11	충청북도 청주시 상당구 상당로 38, 2층 (서운동)	서울맥주와커피	35.683572706409954	128.63204844433105
	3.3	충청남도 공주시 산성동 181-182	충청남도 공주시 산성시장2길 56-8 (산성동)	간식여기어때(커피향기)	35.39045467407321	128.4123931340763
	57.55	서울특별시 서대문구 합동 16-2	서울특별시 서대문구 서소문로 61, 1층 (합동)	해브커피 서대문점	35.24176762360726	129.7559098209618
	198.4	경상남도 거제시 장평동 1211 18~22호	경상남도 거제시 장평로 12, 1층 1-018,019,020,021,022호 (장평동)	파스쿠찌(PASCUCCI) 거제디큐브점	36.62949689856504	126.50477510024726
	266.0	충청남도 보령시 궁촌동 342-3	충청남도 보령시 터미널길 24-8, 1,2층 (궁촌동)	파스쿠찌 보령그랜드베이호텔점	34.959683535746024	128.26716332271988
031 426 0222		경기도 안양시 동안구 관양동 1510-1 인덕원삼성아파트 상가동 107호	경기도 안양시 동안구 안양판교로 40, 인덕원삼성아파트 상가동 107호 (관양동)	메가커피 인덕원삼성점	35.25513974637742	129.55716797309066
	47.58	전라남도 순천시 오천동 964-2 G-Place 오	전라남도 순천시 오천6길 24, G-Place 오 1층 112호 (오천동)	하이오커피순천오천점	35.70509192581023	126.55032336671258
	798.54	대구광역시 북구 침산동 105-21	대구광역시 북구 중앙대로 574, 1, 2층 (침산동)	파스쿠찌대구침산중앙DI점	36.596770447282495	127.73580912305667
		경기도 부천시 상동 568-3 1층 일부	경기도 부천시 조마루로105번길 8-31, 1층 일부 (상동)	싱글배치커피로스터스	35.074732575873796	129.67698208117332
	56.69	경기도 구리시 아천동 93	경기도 구리시 아치울길 8, 1층 101호 (아천동)	커피넘버7	35.36333657969737	129.77499576185562
051 633 2526	80.02	부산광역시 남구 대연동 1786-16	부산광역시 남구 진남로 131-1, 1층 (대연동)	커피베이 부산대연롯데캐슬레전드점	37.00758889074349	126.81979703059217
031 2626777	203.43	경기도 용인시 수지구 풍덕천동 1080-9 하나로프라자	경기도 용인시 수지구 풍덕천로 122, 하나로프라자 3층 303-1호 (풍덕천동)	브런치빈 용인수지구청점	35.34984800867498	129.46748710532106
	246.43	충청남도 천안시 서북구 성거읍 저리 57-105	충청남도 천안시 서북구 성거읍 수청2길 19, 1동 1,2층	투썸플레이스천안성거점	35.4456976467858	128.9254446079391
	302.39	대구광역시 달서구 대곡동 19-65	대구광역시 달서구 명천로 43, 주건축물제4동 1층 (대곡동)	손수담	36.52910655834332	127.63700514277363
		대구광역시 달서구 진천동 36-18	대구광역시 달서구 상원로 105, 1층 (진천동)	퐁치커피 상인점	36.54468829768432	127.65268015023939
	55.9	경기도 김포시 구래동 6883-11 애플상가	경기도 김포시 김포한강9로76번길 21, 애플상가 1층 108호 (구래동)	커피101스트릿 구래점	34.96844279519203	129.84767287359415
	54.66	울산광역시 울주군 온산읍 덕신리 368-1	울산광역시 울주군 온산읍 신경길 63, 1층	디디디알캔앤보틀커피 울산덕신점	37.18533486314032	127.18837180165072
		경기도 안양시 만안구 안양동 633-1	경기도 안양시 만안구 만안로 208-1, 2층 (안양동)	시에나커피로스터스(SIENNA COFFEE ROASTERS)		
0234216540	41.58	서울특별시 중랑구 망우동 618-3	서울특별시 중랑구 양원역로10길 25, 1층 104호 (망우동)	빽다방 양원역점	35.35126224991383	129.81468045117774
	42.53	강원특별자치도 고성군 죽왕면 공현진리 195-2	강원특별자치도 고성군 죽왕면 동해대로 6130-2, 1층	아라캠프커피	36.429593007920786	130.77965368787304
	44.05	경상북도 경주시 용강동 1629	경상북도 경주시 용황로 91-6, 1층 (용강동)	김준호의 대단한커피&대단한 탕후루 경주용황점	37.10995622364075	127.75300614685862
	99.0	광주광역시 서구 치평동 1002-13 1층	광주광역시 서구 내방로 35, 1층 (치평동)	포르피노&도지커피	35.17094522935172	126.82741268738758
	117.68	광주광역시 동구 산수동 368-16	광주광역시 동구 동계로15번길 7, 1층 (산수동)	퍼드커피	35.2360638336015	126.8203123064703
	48.8	경기도 안성시 양성면 동항리 294-1 좌측호	경기도 안성시 양성면 읍내길 22, 1층	영다방	35.43609809229414	129.14932214247293
0226058285	57.75	서울특별시 강서구 화곡동 873-1 르네상스빌딩 1층 105호	서울특별시 강서구 곰달래로 178, 르네상스빌딩 1층 105호 (화곡동)	피쳐링커피&크로플위켄드	35.15088988532209	129.71518390445453
	198.72	서울특별시 강북구 미아동 226-63 1,2층	서울특별시 강북구 솔매로 91, 1,2층 (미아동)	미아커피(MIA COFFEE)	35.283228094444446	129.83481283190184
	16.0	서울특별시 구로구 고척동 216-6	서울특별시 구로구 중앙로15길 59, 1층 101호 (고척동)	김밥에 반한 커피	35.15456000938292	129.68573112333644
	29.41	서울특별시 영등포구 여의도동 45-5 메종리브르오피스텔	서울특별시 영등포구 의사당대로1길 11, 메종리브르오피스텔 1층 108호 (여의도동)	칠커피바(chill coffee bar)	35.21160925147671	129.70296328302922
	36.0	제주특별자치도 제주시 건입동 1319-4	제주특별자치도 제주시 임항로 43, 1층 (건입동)	커피방울	34.88538457343293	124.83625862088023
	53.98	서울특별시 서초구 반포동 107-100 지하1층	서울특별시 서초구 서래로5길 34, 지하1층 (반포동)	눈커피	35.26609554976998	129.6788986378751
	37.2	경기도 화성시 영천동 658-3	경기도 화성시 동탄대로 595, 1층 106호 (영천동)	더템퍼커피(THE TAMPER COFFEE)	35.354975525092854	129.32641544921964
	48.69	서울특별시 강북구 수유동 119-12 지상1층	서울특별시 강북구 삼양로 348, 1층 (수유동)	라로커피	35.279239939758234	129.84584424815975
	24.81	경상북도 경산시 진량읍 신상리 497-4	경상북도 경산시 진량읍 공단2로 25	커피촌	36.77943327206609	127.72658336077342
	20.05	서울특별시 구로구 구로동 830 한영캐슬시티	서울특별시 구로구 디지털로26길 90, 한영캐슬시티 101동 101호 (구로동)	커피사피엔스 구로한영캐슬시티점	35.187377999732995	129.65589643358265
		부산광역시 사하구 신평동 625-6	부산광역시 사하구 하신번영로159번길 35, 1층 (신평동)	히스피 신평점	36.90743282437022	126.76545177083653
	56.0	서울특별시 마포구 연남동 487-269	서울특별시 마포구 성미산로17길 114, 1층 101호 (연남동)	우즈 커피	35.20118353698021	129.76029148267207
	36.8	경기도 안산시 상록구 성포동 592 유치원별관동 1층 101호 일부, 103호	경기도 안산시 상록구 예술광장1로 131, 유치원별관동 1층 101호일부,103호 (성포동, 선경아파트)	구름커피(grum coffee)	35.14836781179026	129.46534530931484
	142.98	경기도 하남시 망월동 1008	경기도 하남시 미사강변북로30번길 153, 1층 (망월동)	백금당	35.41211350343819	129.77248170606103
	28.0	경기도 포천시 이동면 장암리 632-10 나동 1층	경기도 포천시 이동면 화동로 2196, 나동 1층	이춘봉인생치킨&1976행운커피	35.54649461793659	130.35463768901997
	77.25	울산광역시 동구 일산동 465-17	울산광역시 동구 학문로 38, 1층 (일산동)	스스로커피앤디너	37.28129628520123	127.28358669917175
	178.26	인천광역시 계양구 효성동 578-19 아름팰리스 101호	인천광역시 계양구 효서로 85, 아름팰리스 1층 101호 (효성동)	안나커피	35.03339593163447	129.70822921487652
	176.38	경기도 부천시 중동 1112 위브더스테이트 상가8동 108호	경기도 부천시 신흥로 150-1, 위브더스테이트 상가8동 108호 (중동)	문드롭커피	35.09301332566973	129.6728113620883
	73.64	경기도 오산시 오산동 548-6 2층	경기도 오산시 오산로 255, 2층 (오산동)	사거리커피호프	35.33223394852837	129.25637769900578
	66.0	서울특별시 성북구 보문동5가 2	서울특별시 성북구 보문로23길 7, 1층 (보문동5가)	크랙커피	35.2822067492534	129.78434397514943
	41.77	서울특별시 관악구 신림동 1461-5 정경빌	서울특별시 관악구 신림동7길 30, 정경빌 1층 (신림동)	감성커피 신림점	35.210716681134286	129.6621344404558
02  45120210	49.5	서울특별시 동작구 대방동 400-3	서울특별시 동작구 여의대방로 140, 1층 (대방동)	바나프레소 보라매역점	35.20581631186282	129.67873433454778
	31.85	경기도 시흥시 능곡동 457-12	경기도 시흥시 능곡번영길 22, 1층 101호 (능곡동)	더(THE)맛있는과일1리터커피시흥점	35.119161239635616	129.52185717272866
	129.28	경기도 수원시 팔달구 북수동 6-1	경기도 수원시 팔달구 정조로906번길 2, 1층 (북수동)	라프터커피	35.28628046654618	129.424474532264
032 7471434	234.57	인천광역시 중구 중산동 1873-3 대지스타타워2 14층 1405호	인천광역시 중구 자연대로 47, 대지스타타워2 14층 1405호 (중산동)	브런치빈 영종도점	34.918045824893184	129.65724521510617
	32.4	강원특별자치도 원주시 단구동 1514-5	강원특별자치도 원주시 서원대로 416-4, 1층 일부호 (단구동)	예쁜술잘생긴커피	36.031340439974215	129.50162976225087
	271.99	인천광역시 미추홀구 도화동 1011 더샵 인천스카이타워 1단지	인천광역시 미추홀구 숙골로88번길 12, 110동 2층 201~203호 (도화동, 더샵 인천스카이타워 1단지)	랑데자뷰 앨리웨이 인천	35.003062298215696	129.63688262954525
	824.83	대구광역시 수성구 두산동 902-5 지하1층, 1층	대구광역시 수성구 용학로 76, 지하1층, 1층 (두산동)	엔제리너스아일랜드	36.61470705769517	127.66465340173676
	44.84	서울특별시 강서구 마곡동 774-12 마커스빌딩 1층 102 일부호	서울특별시 강서구 마곡동로 55, 마커스빌딩 1층 102 일부호 (마곡동)	파란만잔 마곡점	35.1345079761312	129.7502510609523
	269.88	세종특별자치시 고운동 1157	세종특별자치시 마음로 238, 1,2층 (고운동)	오늘하루 커피	35.47719316960335	128.48807492196647
	34.11	서울특별시 마포구 상암동 1601 케이지아이티센터	서울특별시 마포구 월드컵북로 402, 케이지아이티센터 1층 145호 (상암동)	커피하랑(COFFEE HARANG)	35.17849865925948	129.77601270749557
	251.86	경기도 하남시 망월동 1102 미사 리버에비뉴	경기도 하남시 미사강변중앙로 173, 미사 리버에비뉴 2층 210, 211호 (망월동)	브런치빈 미사점	35.41861461351348	129.76234184655812
	138.0	서울특별시 송파구 잠실동 188	서울특별시 송파구 백제고분로7길 34, 2층 (잠실동)	부두커피(BOODOO)	35.334470570414375	129.69663957131547
	105.6	광주광역시 서구 광천동 38-19 1층	광주광역시 서구 무진대로 945-1, 1층 (광천동)	헤이커피	35.20338306103081	126.83017943208046
	495.35	서울특별시 마포구 동교동 160-5 롯데호텔 L7홍대	서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 1,2층 (동교동)	엔제리너스 홍대엘세븐(L7)점	35.20510709278234	129.7472456527187
050713453720	59.4	경상남도 통영시 미수동 936-3 1층	경상남도 통영시 미우지해안로 123, 1층 (미수동)	씨엔커피	36.44712528276476	126.42038081096905
	41.61	서울특별시 금천구 독산동 961-14 아우르 하우스 1층 101호	서울특별시 금천구 독산로 336, 1층 101호 (독산동, 아우르 하우스)	커피라이터(coffee-writer)	35.193028382860476	129.6506270405192
	19.0	서울특별시 서대문구 북가좌동 449 북가좌삼호아파트	서울특별시 서대문구 거북골로 154, 상가동 제지하층 제05,제04일부호 (북가좌동, 북가좌삼호아파트)	죽도령&커피	35.19781752679423	129.77230575815045
	10.0	제주특별자치도 제주시 한림읍 한림리 1328-11	제주특별자치도 제주시 한림읍 한림해안로 144, 1층	포트커피	34.658539334069275	124.72088896880818
02  335 0656	44.46	서울특별시 강남구 역삼동 814-6 스타플렉스	서울특별시 강남구 강남대로 438, 스타플렉스 지상2층 209호 (역삼동)	메가커피 강남CGV점	35.289926786512126	129.68412813557416
	123.44	충청북도 청주시 흥덕구 복대동 885-2 이큐빌	충청북도 청주시 흥덕구 내수동로55번길 10-4, 이큐빌 1층 (복대동)	l'm coffee (아임커피)	35.65359435233995	128.6329721330897
02 3925889	76.9	서울특별시 은평구 갈현동 430-19	서울특별시 은평구 연서로29길 34-14, 1층 (갈현동)	버키커피(Bucky Coffee)	35.199783489400694	129.82597405789272
	84.62	경기도 남양주시 화도읍 마석우리 305-14 2층	경기도 남양주시 화도읍 마석로17번안길 1, 2층	약속커피호프	35.50707118552999	129.8784936573473
	36.28	대전광역시 대덕구 신탄진동 123-28 ,1층	대전광역시 대덕구 대청로 32, 1층 (신탄진동)	감성커피	35.63954909678028	128.4107193079495
	74.68	경기도 고양시 일산동구 성석동 524-27	경기도 고양시 일산동구 성현로 185-43, 지하1층 전체호 (성석동)	커피에 빠진 캣츠	35.11004018549085	129.93217262051087
	107.16	부산광역시 금정구 금성동 554-14 레스토랑해피타임	부산광역시 금정구 산성로 451, 레스토랑해피타임 1층 (금성동)	25도커피	36.98539111434939	126.9587737232434
	28.8	충청북도 청주시 흥덕구 복대동 2743	충청북도 청주시 흥덕구 진재로15번길 4, 1층 (복대동)	5커피	35.63393507775775	128.6322509628617
02  533 0656	53.0	서울특별시 서초구 서초동 1308-12 1층102호	서울특별시 서초구 서초대로77길 35, 1층 102호 (서초동)	메가커피 강남중앙점	35.289067279554864	129.68309148832623
	38.91	인천광역시 서구 청라동 173-1 청라29블럭호반베르디움 108호	인천광역시 서구 청라커낼로 163, 제301동 제108호 (청라동, 청라29블럭호반베르디움)	복고다방 청라호수공원점	34.98075166105961	129.7062120995273
	72.66	경기도 하남시 덕풍동 356-4	경기도 하남시 신장로 184, 2층 (덕풍동)	설화커피호프	35.427030286892936	129.73798189414984
	61.0	전라북도 장수군 계남면 화음리 986-6	전라북도 장수군 계남면 장수로 3088	커피박스(COFFEE BOX)	35.76986829832131	127.4962127533958
042 274 4278	50.0	대전광역시 동구 가오동 547	대전광역시 동구 대전로448번길 86-18, 102호 (가오동)	커피나무(coffee tree)	35.66182148976089	128.23445232540163
		대구광역시 중구 대봉동 0168-0004 1층	대구광역시 중구 명덕로 279, 1층 (대봉동)	노즈커피하우스	36.59961466919938	127.70100920159297
	159.18	경기도 성남시 수정구 창곡동 509 위례중앙타워 3층 323, 324, 325호	경기도 성남시 수정구 위례광장로 300, 위례중앙타워 3층 323, 324, 325호 (창곡동)	브런치빈 위례점	35.38336595479575	129.6529129914427
	31.57	충청남도 천안시 서북구 성정동 667-4	충청남도 천안시 서북구 서부13길 48, 1층 (성정동)	아지트커피	35.398843999278874	128.85595109158464
	12.39	서울특별시 송파구 풍납동 505-8	서울특별시 송파구 올림픽로49길 8, 1층 102호 (풍납동)	프롬커피	35.36330096447354	129.72181936504813
	60.6	경상북도 경산시 하양읍 금락리 131-46 2층	경상북도 경산시 하양읍 하양역길 30, 2층	유투커피(YOOTOO COFFEE)	36.773283014081414	127.77588983290559
	68.0	서울특별시 중구 다동 155	서울특별시 중구 남대문로9길 40, 1층 101호 (다동)	플래시커피(Flash Coffee)	35.251495345802574	129.76269441352548
		부산광역시 해운대구 좌동 1479-1 웅신시네아트	부산광역시 해운대구 해운대로 802, 웅신시네아트 119호 (좌동)	HISFFEE 장산점(히스피장산점)	37.08579181175373	126.85979465290981
	110.8	대구광역시 북구 산격동 1647	대구광역시 북구 유통단지로 52-20, 1층 (산격동)	위트커피	36.605672518552225	127.76190998830259
	18.24	서울특별시 마포구 망원동 394-110 윤슬재	서울특별시 마포구 동교로 27-4, 윤슬재 1층 (망원동)	피알 커피클럽(PR coffee club)	35.192309526328394	129.7429127051359
	17.0	경상남도 진주시 호탄동 634-4 2층 일부	경상남도 진주시 호탄길22번길 11, 2층 일부 (호탄동)	이소커피	36.216094827295194	126.83664179933182
	81.24	경기도 의정부시 장암동 26-11	경기도 의정부시 회룡로192번길 45-11, 지상1층 (장암동)	딥스커피바	35.30736062228428	129.9571313501258
	49.81	경기도 의정부시 가능동 669-22	경기도 의정부시 의정로 166-1, 지하1층 (가능동)	추억커피숍	35.289392564091976	129.98430267313285
	37.0	광주광역시 동구 금남로2가 17-1	광주광역시 동구 금남로 241-7, 1층 (금남로2가)	봉명동내커피 동구점	35.23154584337877	126.81434125634692
	33.0	경기도 용인시 수지구 풍덕천동 728	경기도 용인시 수지구 풍덕천로148번길 5-2, 1층 일부호 (풍덕천동)	롤스커피 수지구청점	35.351932952161945	129.46915258155423
	35.0	서울특별시 마포구 상수동 334-13 석진스토리	서울특별시 마포구 와우산로3길 16, 석진스토리 1층 103호 (상수동)	아크로마커피바	35.20573513364429	129.73562544632964
	43.63	서울특별시 마포구 망원동 408-24 포레스트	서울특별시 마포구 희우정로20길 22-12, 포레스트 1층 (망원동)	이젤커피앤바	35.18927695308976	129.74609294955985
	59.2	충청남도 천안시 서북구 불당동 1661	충청남도 천안시 서북구 불당31길 48, 1층 (불당동)	점프	35.36877358057963	128.84284111863295
		인천광역시 부평구 십정동 403-1 지하1층 일부호	인천광역시 부평구 열우물로 61, 지하1층 일부호 (십정동)	광커피호프	35.03024710338381	129.64145012326722
	148.08	경상남도 함안군 칠서면 무릉리 531 세원푸드	경상남도 함안군 칠서면 무릉길 16	무릉도원	36.538377390670625	127.03931370858562
053 811 3486		경상북도 경산시 사동 663-1	경상북도 경산시 백자로20길 26 (사동)	부림해물손수제비칼국수 사동점	36.72985972335547	127.65209114634187
	66.0	서울특별시 서초구 양재동 326-9 1층	서울특별시 서초구 동산로 3, 1층 (양재동)	메가커피 양재시민의숲점	35.30189312028026	129.6448303998103
	50.88	서울특별시 도봉구 쌍문동 734	서울특별시 도봉구 노해로 144, 상가2동 지하2층 104호 (쌍문동)	커피에 반하다	35.286066429076776	129.86136980829
	60.0	경상북도 경주시 노동동 139-56	경상북도 경주시 계림로93번길 4, 1층 (노동동)	다비드커피	37.098695652968715	127.70141817367578
	76.29	대구광역시 달서구 대곡동 1057-5	대구광역시 달서구 갈밭로4길 52, 1층 (대곡동)	커피허브	36.54255484916527	127.63676815607441
	135.61	충청북도 청주시 청원구 율량동 1059-1	충청북도 청주시 청원구 율봉로212번길 41, 1층 (율량동)	36커피	35.68362047882525	128.67473305751554
	33.13	부산광역시 금정구 장전동 25-16	부산광역시 금정구 금강로321번길 105, 1층 (장전동)	부산대카페 짹짹커피	37.00554100155262	126.94235913257783
	247.91	경상남도 김해시 진례면 고모리 1577-2 103호	경상남도 김해시 진례면 테크노밸리1로 144, 103호	더집밥&더커피	36.75218987961211	126.98074455693734
041 5310668	131.1	충청남도 아산시 온천동 217-1 외1필지, 2층	충청남도 아산시 온궁로 16, 2층 (온천동)	포커피(PHO COFFEE)	35.28690388245711	128.80665695284077
	94.4	경기도 김포시 월곶면 군하리 319-5	경기도 김포시 월곶면 군하로 177, 101,102호	Koffee 102(커피102)	34.912206728295786	129.92510654939338
	52.54	제주특별자치도 제주시 구좌읍 김녕리 1241-1	제주특별자치도 제주시 구좌읍 김녕로17길 14, 1층	모멘터리커피	35.07402090579513	124.8785900758849
	30.49	서울특별시 송파구 신천동 7-28 현대타워아파트	서울특별시 송파구 올림픽로 293-19, 1층 102,103호 (신천동, 현대타워아파트)	카그 커피	35.35014874669049	129.7026523444305
	110.92	경기도 안산시 단원구 원곡동 761-9 브니엘교회	경기도 안산시 단원구 원곡1로 39, 지하1층 (원곡동)	원곡심커피숍	35.10968975353762	129.46927446271772
	57.3	경기도 부천시 심곡동 175-9 로데오빌 107호	경기도 부천시 부천로9번길 24, 로데오빌 107호 (심곡동)	차차커피코 부천역점	35.09554675101796	129.65833596449028
	81.3	서울특별시 동대문구 이문동 264-302	서울특별시 동대문구 이문로9나길 6-14, 지층 101호 (이문동)	어빌리티커피	35.311248462791006	129.80270868756062
0269530767	50.0	서울특별시 중구 장충동2가 201-6	서울특별시 중구 장충단로 72, 3층 307호 (장충동2가)	땡스기빙커피	35.26958454534204	129.7442882525139
	48.21	강원특별자치도 영월군 영월읍 방절리 238-43	강원특별자치도 영월군 영월읍 청령포로 109, 1층	커피는	36.4359787135279	129.33453401591578
031 8968259	211.38	경기도 용인시 수지구 동천동 48-2	경기도 용인시 수지구 고기로 198, 1층 (동천동)	홍대의커피	35.339924861406644	129.50263950199346
	68.1	인천광역시 서구 청라동 96-1 110호	인천광역시 서구 청라한내로 96, 110호 (청라동)	주니아	34.97193070968925	129.7134998297462
	103.72	서울특별시 서초구 서초동 1475-5 1층	서울특별시 서초구 반포대로5길 4, 1층 (서초동)	(주)프리퍼커피	35.27855762796202	129.65990176981117
062954 1288	85.11	광주광역시 광산구 수완동 1432 1층	광주광역시 광산구 임방울대로332번길 9-4, 1층 (수완동)	메가커피수완스타점	35.15468931446244	126.8649566528651
02  32134765	391.55	서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰	서울특별시 송파구 올림픽로 300, 롯데월드몰 B1층 (신천동)	엔제리너스 잠실롯데월드몰 B1	35.35094917635803	129.7001725211136
	26.85	경상남도 진주시 신안동 454-1 신안1차흥한타운 상가동 105호	경상남도 진주시 진양호로 326, 신안1차흥한타운 상가동 1층 105호 (신안동)	1009커피 앤 푸드	36.174872821061065	126.85835475031254
02  66703666	30.0	서울특별시 강남구 신사동 652-5	서울특별시 강남구 도산대로49길 6-5, 지상1층 (신사동)	다이브에스프레소클럽 압구정점	35.29831552157449	129.71099485926933
	70.0	부산광역시 동래구 온천동 750-61	부산광역시 동래구 중앙대로1367번길 32-3, 1층 (온천동)	고품격커피공장 동래점	37.002503206334396	126.90857473638607
	16.5	서울특별시 성동구 행당동 292-45	서울특별시 성동구 행당로17길 22, 1층 (행당동)	랜드온커피	35.29378734150401	129.75570086970825
	172.29	경기도 수원시 영통구 매탄동 923-17	경기도 수원시 영통구 인계로220번길 6-31, 1층, 2층 (매탄동)	커피뮤지엄	35.307577652692196	129.39579125601097
031 546 8176	92.44	경기도 수원시 권선구 고색동 374-4	경기도 수원시 권선구 고색로32번길 36, 1층 (고색동)	고색 카페 물레	35.260025954319715	129.37385537167305
	49.5	서울특별시 중랑구 묵동 234-16	서울특별시 중랑구 중랑역로 234, 지하 1층 (묵동)	태능커피호프	35.32583678547355	129.8226918475553
	35.72	경기도 남양주시 다산동 6183 중앙법조타워	경기도 남양주시 다산중앙로82번안길 152, 중앙법조타워  1층 109호 (다산동)	복고다방	35.399688117741555	129.8238092357254
031 743 9996	25.75	경기도 성남시 중원구 상대원동 2045 1층 일부호	경기도 성남시 중원구 희망로326번길 6, 1층 일부호 (상대원동)	커피럽	35.39715160157372	129.60639875040403
	42.76	경기도 성남시 수정구 창곡동 562 아이페리온 106호	경기도 성남시 수정구 위례광장로 19, 아이페리온 106호 (창곡동)	블러(Blur) 커피바	35.381764890144524	129.64335745377463
	26.4	경기도 김포시 구래동 6880-7 월드에비뉴주차빌딩	경기도 김포시 김포한강7로 93, 월드에비뉴주차빌딩 120 일부호 (구래동)	포트캔커피 김포구래역점	34.969221992948704	129.849356470849
054 791 3535	98.38	경상북도 울릉군 울릉읍 도동리 307-17	경상북도 울릉군 울릉읍 울릉순환로 212-13	삼오 커피&호프	38.37852313644829	129.86924261046764
	33.15	충청남도 천안시 서북구 성환읍 성환리 449-61 매일식품	충청남도 천안시 서북구 성환읍 성환중앙로 15, 1층	투썸호프커피	35.386326237319786	128.97153568418236
	154.38	경상북도 안동시 용상동 600-12	경상북도 안동시 길주길 93, 3층 (용상동)	커피오브H스퀘어	36.710078741752575	128.57294969436956
	31.92	강원특별자치도 춘천시 후평동 883-8 우측	강원특별자치도 춘천시 세실로 188, 1층 (후평동)	정스커피로스터스	35.8584611675265	130.16352201820197
	86.0	충청남도 당진시 합덕읍 운산리 276	충청남도 당진시 합덕읍 운산로 162, 1층	커피공간	35.101023341730475	128.83577525247136
032501 6500		인천광역시 부평구 삼산동 106-62 3,4층	인천광역시 부평구 평천로 553, 3층, 4층 (삼산동)	코나커피(KONA COFFEE)	35.07131098181881	129.69534194646855
	64.8	광주광역시 광산구 월전동 1075 1층	광주광역시 광산구 월전로 22-29, 1층 (월전동)	베트남커피숍	35.11577630284279	126.78297156854727
070 49224730	274.0	서울특별시 성동구 성수동2가 302-4 남양에코넷센터	서울특별시 성동구 아차산로 78, 1층 (성수동2가)	카페온화 성수점	35.30970512379357	129.73792789658478
	164.39	경상남도 거제시 문동동 632-1	경상남도 거제시 문동1길 45-1, 주2동 1층 (문동동)	워닉커피로스터스	36.652433621973316	126.46582751374369
	135.0	서울특별시 관악구 봉천동 927-4	서울특별시 관악구 남부순환로 1732, 지하1층 (봉천동)	낭만커피숍	35.223695571411476	129.65806332126502
	53.0	충청북도 청주시 청원구 우암동 229-4	충청북도 청주시 청원구 상당로 248, 102호 (우암동)	타코야끼에반한커피	35.681651244889636	128.65529250926195
	30.0	부산광역시 사하구 장림동 808-130	부산광역시 사하구 장림시장7길 2, 1층 (장림동)	히스피(HISFFEE) 장림점	36.913561305560904	126.74550869515076
	31.88	인천광역시 연수구 송도동 149 롯데캐슬 캠퍼스타운	인천광역시 연수구 송도과학로27번길 55, 롯데캐슬 캠퍼스타운 302동 1층 C-105호 (송도동, 롯데캐슬 캠퍼스타운)	커피빅	35.00482204477384	129.53725004942822
02 45120210	208.0	서울특별시 서대문구 창천동 13-29 1층~4층	서울특별시 서대문구 명물길 14, 1층~4층 (창천동)	바나프레소 신촌점	35.21780795079081	129.74984793825024
	44.81	경기도 부천시 상동 327-23	경기도 부천시 석천로2번길 75, 지하1층 (상동)	역전호프커피	35.08121677152601	129.65995033779308
	49.58	경기도 평택시 팽성읍 송화리 14-8	경기도 평택시 팽성읍 안정순환로267번길 114, 1층	올리터카페&디저트평택팽성점	35.32609600515755	129.02544062698513
	7.0	서울특별시 서대문구 천연동 90-23 지성빌라 101호	서울특별시 서대문구 독립문로8안길 1, 101호 (천연동, 지성빌라)	프렌치크로플&커피	35.23481080759904	129.76389349535967
	90.18	부산광역시 부산진구 전포동 356-10	부산광역시 부산진구 전포대로176번길 23, 1층 (전포동)	운커피(WOON COFFEE)	36.99593511694289	126.8366171387144
	33.0	서울특별시 강남구 삼성동 169-10 성보타운	서울특별시 강남구 테헤란로107길 11, 성보타운 지상1층 103호 (삼성동)	매머드커피익스프레스삼성역현대GBC점	35.32047047242558	129.69587950324535
	142.35	경기도 시흥시 하중동 824-1	경기도 시흥시 하중로 119, 1층 (하중동)	컴포즈커피시흥하중점	35.11191679143846	129.55446608500068
	192.33	강원특별자치도 원주시 무실동 660-1	강원특별자치도 원주시 송삼길 212 (무실동)	윈스커피	36.00824954945933	129.49680815389365
