브랜드	상호	가맹점수	신규개점	계약종료	계약해지	명의변경	가맹점 평균매출액	가맹점 면적(3.3㎡)당 평균매출액
카페도헤이왕의커피	(주)카페도헤이	7	0	1	1	1	91,007	4,619
어벤더치커피	(주)카페폴인	61	5	0	13	1	183,578	13,922
마실커피	(주)이노컴프	13	12	0	0	0	320,232	13,659
커피홀(coffee hole)	(자)동명식품서울지점	17	1	0	3	0	62,804	2,864
차눙	(주)루시카토	2	2	0	0	0	0	0
스윗디저트카페루시카토	(주)루시카토	0	0	0	0	0	0	0
꺼내먹어요	투에스제이컴퍼니	3	3	0	0	0	0	0
라포미(LAFORME)	라포미	0	0	0	0	0	0	0
리스아라비카	알앤에프컨설팅	0	0	0	0	0	0	0
킹프레소	킹프레소	19	9	0	0	0	203,283	14,448
TOP LITER	(주)탑컴퍼니	5	5	0	0	0	163,888	10,573
사운즈커피(SOUNDS COFFEE)	사운즈커피(soundscoffee)	0	0	0	0	0	0	0
라우스터프	라우스터프	0	0	0	0	0	0	0
여기Cafe	여기Cafe	0	0	0	0	0	0	0
이삐커피(yippee coffee)	㈜이삐커피	3	3	0	0	0	0	0
빅몬스터	㈜다온다	0	0	0	0	0	0	0
아토커피	아토커피랩	0	0	0	0	0	0	0
씨이오커피	씨이오창업	0	0	0	0	0	0	0
씨이오카페인	씨이오창업	0	0	0	0	0	0	0
라비올레뜨	권미현꽃예술원	0	0	0	0	0	0	0
단청커피	(주)진짜	0	0	0	0	0	0	0
로보시타	㈜블루텍	0	0	0	0	0	0	0
카페텅(Cafe Tung)	텅스테이지	0	0	0	0	0	0	0
STORANT(스토랑트)	(주)스토랑	0	0	0	0	0	0	0
예뻐지는커피	(주)뉴앤써	0	0	0	0	0	0	0
하삼동커피	(주)하삼동	394	142	1	0	37	235,371	16,159
소디스커피(sodis coffee)	소디스커피	8	6	0	3	1	120,166	4,164
위너스커피	소미돈까스	3	3	0	0	0	0	0
카페데크21	(주)프렌즈유	0	0	0	0	0	0	0
쿠쿠라바(CUCULAVA)	(주)제이에스엔지컴퍼니	0	0	0	0	0	0	0
루트비커피	(주)루트비	4	4	0	0	0	0	0
카페수르	카페수르	0	0	0	0	0	0	0
사운드빈 (Sound bean)	사운드빈	0	0	0	0	0	0	0
윌스토리	윌스토리	0	0	0	0	0	0	0
애리스커피스탠드	애리스커피스탠드	0	0	0	0	0	0	0
매크로커피	매크로커피	0	0	0	0	0	0	0
슈퍼브커피로스터스	슈퍼브커피랩	0	0	0	0	0	0	0
키로커피(kilo coffee)	키로	0	0	0	0	0	0	0
부바스	서컴퍼니	4	1	0	0	0	0	0
사우스폴(South Pole)	카페사우스폴	0	0	0	0	0	0	0
두낫디스터브	㈜두낫	3	2	0	0	0	0	0
캠퍼스커피(Campus Coffee)	베스트가맹거래사공인중개사사무소	0	0	0	0	0	0	0
샬로우커피	샬로우	0	0	0	0	0	0	0
ESPL COFFEE(이에스피엘 커피)	(주)이에스피엘커피	0	0	0	0	0	0	0
아이홀릭커피 (Iholic Coffee)	모카컴퍼니	2	2	0	0	0	0	0
카페달달	달달	0	0	0	0	0	0	0
T.SCHOOL	티스쿨	0	0	0	0	0	0	0
그레이팬더	(주)프레드피자	0	0	0	0	0	0	0
카페엠티디(카페MTD)	㈜향원	0	0	0	0	0	0	0
카페칼라풀	칼라풀	0	0	0	0	0	0	0
플레이버드	(주)진광	0	0	0	0	0	0	0
플레이맘 인력사무소카페	㈜키플레이스	0	0	0	0	0	0	0
크렘드마롱	(주)우드앤우즈	2	2	0	0	0	0	0
커피춘삼월	제이에이치프랜차이즈	0	0	0	0	0	0	0
캣츠핸즈커피 (CAT's hands coffee)	㈜올리브가든코리아	0	0	0	0	0	0	0
카페로코코	(주)알비컴퍼니	0	0	0	0	0	0	0
정브라더카페	(주)와이에이치푸드	0	0	0	0	0	0	0
옵테인(Obtain)	(주)이마홀딩스	0	0	0	0	0	0	0
엠버스커피(Embers coffee)	(주)최배달	1	1	0	0	0	0	0
카페레게노	카페레게노	3	3	0	0	0	0	0
커피코트	(주)피앤파트너스	0	0	0	0	0	0	0
커피코트	(주)피앤파트너스	0	0	0	0	0	0	0
커피코트	(주)피앤파트너스	0	0	0	0	0	0	0
아재커피	아재커피	0	0	0	0	0	0	0
동백다방	베이커리카페동백다방	0	0	0	0	0	0	0
커피볶는시골커피	(주)재나컴퍼니	1	1	0	0	0	0	0
배달의카페	배달의카페	4	3	0	0	0	0	0
지브릭커피(G,BRICK COFFEE)	(주)디자인포비	5	1	0	0	0	186,288	6,226
엔제리너스	롯데지알에스(주)	373	8	63	0	19	186,754	4,806
요거트바이피플	바이피플	0	0	0	0	0	0	0
카페바이피플	바이피플	0	0	0	0	0	0	0
파리공방(Paris Atelier)	(주)아이윈	0	0	0	0	0	0	0
이태리다방	(주)아이센스에프앤비	0	0	0	0	0	0	0
빈스빈스	(주)빈스앤로스터리코리아	21	1	4	0	1	112,546	2,797
비에이블스터디카페	비에이블스터디(주)	0	0	0	0	0	0	0
가보자#(샵)	(주)가치와기술	0	0	0	0	0	0	0
아덴블랑제리	와이제이와이푸드(주)	6	0	0	0	0	214,343	8,346
비엔나커피하우스	(주)제이엠케이	38	0	3	3	0	171,213	3,082
루즈폴	루즈폴(LUZPOL)	0	0	0	0	0	0	0
캔다방	캔다방	0	0	0	0	0	0	0
오우야 에스프레소 바	(주)엠비치오넴	0	0	0	0	0	0	0
굿럭커피	굿럭커피	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
커피코트	(주)커피코트	0	0	0	0	0	0	0
